"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"18/11/2023 10:00:00 - 18/11/2023 11:00:00","BZN|SE3","Without Sequence","96.08","",""
"18/11/2023 11:00:00 - 18/11/2023 12:00:00","BZN|SE3","Without Sequence","95.20","",""
"18/11/2023 12:00:00 - 18/11/2023 13:00:00","BZN|SE3","Without Sequence","94.70","",""
"18/11/2023 13:00:00 - 18/11/2023 14:00:00","BZN|SE3","Without Sequence","94.98","",""
"18/11/2023 14:00:00 - 18/11/2023 15:00:00","BZN|SE3","Without Sequence","97.06","",""
"18/11/2023 15:00:00 - 18/11/2023 16:00:00","BZN|SE3","Without Sequence","97.41","",""
"18/11/2023 16:00:00 - 18/11/2023 17:00:00","BZN|SE3","Without Sequence","95.98","",""
"18/11/2023 17:00:00 - 18/11/2023 18:00:00","BZN|SE3","Without Sequence","105.07","",""
"18/11/2023 18:00:00 - 18/11/2023 19:00:00","BZN|SE3","Without Sequence","107.34","",""
"18/11/2023 19:00:00 - 18/11/2023 20:00:00","BZN|SE3","Without Sequence","89.05","",""
"18/11/2023 20:00:00 - 18/11/2023 21:00:00","BZN|SE3","Without Sequence","83.10","",""
"18/11/2023 21:00:00 - 18/11/2023 22:00:00","BZN|SE3","Without Sequence","77.98","",""
"18/11/2023 22:00:00 - 18/11/2023 23:00:00","BZN|SE3","Without Sequence","73.76","",""
"18/11/2023 23:00:00 - 19/11/2023 00:00:00","BZN|SE3","Without Sequence","59.10","",""
"19/11/2023 00:00:00 - 19/11/2023 01:00:00","BZN|SE3","Without Sequence","47.86","",""
"19/11/2023 01:00:00 - 19/11/2023 02:00:00","BZN|SE3","Without Sequence","44.08","",""
"19/11/2023 02:00:00 - 19/11/2023 03:00:00","BZN|SE3","Without Sequence","42.22","",""
"19/11/2023 03:00:00 - 19/11/2023 04:00:00","BZN|SE3","Without Sequence","37.48","",""
"19/11/2023 04:00:00 - 19/11/2023 05:00:00","BZN|SE3","Without Sequence","35.07","",""
"19/11/2023 05:00:00 - 19/11/2023 06:00:00","BZN|SE3","Without Sequence","37.60","",""
"19/11/2023 06:00:00 - 19/11/2023 07:00:00","BZN|SE3","Without Sequence","41.78","",""
"19/11/2023 07:00:00 - 19/11/2023 08:00:00","BZN|SE3","Without Sequence","44.19","",""
"19/11/2023 08:00:00 - 19/11/2023 09:00:00","BZN|SE3","Without Sequence","47.63","",""
"19/11/2023 09:00:00 - 19/11/2023 10:00:00","BZN|SE3","Without Sequence","49.86","",""
"19/11/2023 10:00:00 - 19/11/2023 11:00:00","BZN|SE3","Without Sequence","57.47","",""
"19/11/2023 11:00:00 - 19/11/2023 12:00:00","BZN|SE3","Without Sequence","59.99","",""
"19/11/2023 12:00:00 - 19/11/2023 13:00:00","BZN|SE3","Without Sequence","62.08","",""
"19/11/2023 13:00:00 - 19/11/2023 14:00:00","BZN|SE3","Without Sequence","63.90","",""
"19/11/2023 14:00:00 - 19/11/2023 15:00:00","BZN|SE3","Without Sequence","66.23","",""
"19/11/2023 15:00:00 - 19/11/2023 16:00:00","BZN|SE3","Without Sequence","70.87","",""
"19/11/2023 16:00:00 - 19/11/2023 17:00:00","BZN|SE3","Without Sequence","80.98","",""
"19/11/2023 17:00:00 - 19/11/2023 18:00:00","BZN|SE3","Without Sequence","95.02","",""
"19/11/2023 18:00:00 - 19/11/2023 19:00:00","BZN|SE3","Without Sequence","103.19","",""
"19/11/2023 19:00:00 - 19/11/2023 20:00:00","BZN|SE3","Without Sequence","101.61","",""
"19/11/2023 20:00:00 - 19/11/2023 21:00:00","BZN|SE3","Without Sequence","88.65","",""
"19/11/2023 21:00:00 - 19/11/2023 22:00:00","BZN|SE3","Without Sequence","84.38","",""
"19/11/2023 22:00:00 - 19/11/2023 23:00:00","BZN|SE3","Without Sequence","86.95","",""
"19/11/2023 23:00:00 - 20/11/2023 00:00:00","BZN|SE3","Without Sequence","80.05","",""
"20/11/2023 00:00:00 - 20/11/2023 01:00:00","BZN|SE3","Without Sequence","69.98","",""
"20/11/2023 01:00:00 - 20/11/2023 02:00:00","BZN|SE3","Without Sequence","62.68","",""
"20/11/2023 02:00:00 - 20/11/2023 03:00:00","BZN|SE3","Without Sequence","59.91","",""
"20/11/2023 03:00:00 - 20/11/2023 04:00:00","BZN|SE3","Without Sequence","60.03","",""
"20/11/2023 04:00:00 - 20/11/2023 05:00:00","BZN|SE3","Without Sequence","64.76","",""
"20/11/2023 05:00:00 - 20/11/2023 06:00:00","BZN|SE3","Without Sequence","80.43","",""
"20/11/2023 06:00:00 - 20/11/2023 07:00:00","BZN|SE3","Without Sequence","101.51","",""
"20/11/2023 07:00:00 - 20/11/2023 08:00:00","BZN|SE3","Without Sequence","128.09","",""
"20/11/2023 08:00:00 - 20/11/2023 09:00:00","BZN|SE3","Without Sequence","126.67","",""
"20/11/2023 09:00:00 - 20/11/2023 10:00:00","BZN|SE3","Without Sequence","118.44","",""
"20/11/2023 10:00:00 - 20/11/2023 11:00:00","BZN|SE3","Without Sequence","112.18","",""
"20/11/2023 11:00:00 - 20/11/2023 12:00:00","BZN|SE3","Without Sequence","106.00","",""
"20/11/2023 12:00:00 - 20/11/2023 13:00:00","BZN|SE3","Without Sequence","103.00","",""
"20/11/2023 13:00:00 - 20/11/2023 14:00:00","BZN|SE3","Without Sequence","113.95","",""
"20/11/2023 14:00:00 - 20/11/2023 15:00:00","BZN|SE3","Without Sequence","120.35","",""
"20/11/2023 15:00:00 - 20/11/2023 16:00:00","BZN|SE3","Without Sequence","128.75","",""
"20/11/2023 16:00:00 - 20/11/2023 17:00:00","BZN|SE3","Without Sequence","139.93","",""
"20/11/2023 17:00:00 - 20/11/2023 18:00:00","BZN|SE3","Without Sequence","147.00","",""
"20/11/2023 18:00:00 - 20/11/2023 19:00:00","BZN|SE3","Without Sequence","139.98","",""
"20/11/2023 19:00:00 - 20/11/2023 20:00:00","BZN|SE3","Without Sequence","126.94","",""
"20/11/2023 20:00:00 - 20/11/2023 21:00:00","BZN|SE3","Without Sequence","116.42","",""
"20/11/2023 21:00:00 - 20/11/2023 22:00:00","BZN|SE3","Without Sequence","103.59","",""
"20/11/2023 22:00:00 - 20/11/2023 23:00:00","BZN|SE3","Without Sequence","104.70","",""
"20/11/2023 23:00:00 - 21/11/2023 00:00:00","BZN|SE3","Without Sequence","94.63","",""
"21/11/2023 00:00:00 - 21/11/2023 01:00:00","BZN|SE3","Without Sequence","99.97","",""
"21/11/2023 01:00:00 - 21/11/2023 02:00:00","BZN|SE3","Without Sequence","95.15","",""
"21/11/2023 02:00:00 - 21/11/2023 03:00:00","BZN|SE3","Without Sequence","93.14","",""
"21/11/2023 03:00:00 - 21/11/2023 04:00:00","BZN|SE3","Without Sequence","88.98","",""
"21/11/2023 04:00:00 - 21/11/2023 05:00:00","BZN|SE3","Without Sequence","93.07","",""
"21/11/2023 05:00:00 - 21/11/2023 06:00:00","BZN|SE3","Without Sequence","98.69","",""
"21/11/2023 06:00:00 - 21/11/2023 07:00:00","BZN|SE3","Without Sequence","120.10","",""
"21/11/2023 07:00:00 - 21/11/2023 08:00:00","BZN|SE3","Without Sequence","136.08","",""
"21/11/2023 08:00:00 - 21/11/2023 09:00:00","BZN|SE3","Without Sequence","142.59","",""
"21/11/2023 09:00:00 - 21/11/2023 10:00:00","BZN|SE3","Without Sequence","137.19","",""
"21/11/2023 10:00:00 - 21/11/2023 11:00:00","BZN|SE3","Without Sequence","135.00","",""
"21/11/2023 11:00:00 - 21/11/2023 12:00:00","BZN|SE3","Without Sequence","134.90","",""
"21/11/2023 12:00:00 - 21/11/2023 13:00:00","BZN|SE3","Without Sequence","139.79","",""
"21/11/2023 13:00:00 - 21/11/2023 14:00:00","BZN|SE3","Without Sequence","139.78","",""
"21/11/2023 14:00:00 - 21/11/2023 15:00:00","BZN|SE3","Without Sequence","138.37","",""
"21/11/2023 15:00:00 - 21/11/2023 16:00:00","BZN|SE3","Without Sequence","140.34","",""
"21/11/2023 16:00:00 - 21/11/2023 17:00:00","BZN|SE3","Without Sequence","143.92","",""
"21/11/2023 17:00:00 - 21/11/2023 18:00:00","BZN|SE3","Without Sequence","146.97","",""
"21/11/2023 18:00:00 - 21/11/2023 19:00:00","BZN|SE3","Without Sequence","142.08","",""
"21/11/2023 19:00:00 - 21/11/2023 20:00:00","BZN|SE3","Without Sequence","132.35","",""
"21/11/2023 20:00:00 - 21/11/2023 21:00:00","BZN|SE3","Without Sequence","124.79","",""
"21/11/2023 21:00:00 - 21/11/2023 22:00:00","BZN|SE3","Without Sequence","107.32","",""
"21/11/2023 22:00:00 - 21/11/2023 23:00:00","BZN|SE3","Without Sequence","107.36","",""
"21/11/2023 23:00:00 - 22/11/2023 00:00:00","BZN|SE3","Without Sequence","94.91","",""
"22/11/2023 00:00:00 - 22/11/2023 01:00:00","BZN|SE3","Without Sequence","95.16","",""
"22/11/2023 01:00:00 - 22/11/2023 02:00:00","BZN|SE3","Without Sequence","92.06","",""
"22/11/2023 02:00:00 - 22/11/2023 03:00:00","BZN|SE3","Without Sequence","92.06","",""
"22/11/2023 03:00:00 - 22/11/2023 04:00:00","BZN|SE3","Without Sequence","89.15","",""
"22/11/2023 04:00:00 - 22/11/2023 05:00:00","BZN|SE3","Without Sequence","88.73","",""
"22/11/2023 05:00:00 - 22/11/2023 06:00:00","BZN|SE3","Without Sequence","42.97","",""
"22/11/2023 06:00:00 - 22/11/2023 07:00:00","BZN|SE3","Without Sequence","74.03","",""
"22/11/2023 07:00:00 - 22/11/2023 08:00:00","BZN|SE3","Without Sequence","76.97","",""
"22/11/2023 08:00:00 - 22/11/2023 09:00:00","BZN|SE3","Without Sequence","54.85","",""
"22/11/2023 09:00:00 - 22/11/2023 10:00:00","BZN|SE3","Without Sequence","39.67","",""
"22/11/2023 10:00:00 - 22/11/2023 11:00:00","BZN|SE3","Without Sequence","31.78","",""
"22/11/2023 11:00:00 - 22/11/2023 12:00:00","BZN|SE3","Without Sequence","25.74","",""
"22/11/2023 12:00:00 - 22/11/2023 13:00:00","BZN|SE3","Without Sequence","24.99","",""
"22/11/2023 13:00:00 - 22/11/2023 14:00:00","BZN|SE3","Without Sequence","21.05","",""
"22/11/2023 14:00:00 - 22/11/2023 15:00:00","BZN|SE3","Without Sequence","19.85","",""
"22/11/2023 15:00:00 - 22/11/2023 16:00:00","BZN|SE3","Without Sequence","19.96","",""
"22/11/2023 16:00:00 - 22/11/2023 17:00:00","BZN|SE3","Without Sequence","20.94","",""
"22/11/2023 17:00:00 - 22/11/2023 18:00:00","BZN|SE3","Without Sequence","20.57","",""
"22/11/2023 18:00:00 - 22/11/2023 19:00:00","BZN|SE3","Without Sequence","19.20","",""
"22/11/2023 19:00:00 - 22/11/2023 20:00:00","BZN|SE3","Without Sequence","17.11","",""
"22/11/2023 20:00:00 - 22/11/2023 21:00:00","BZN|SE3","Without Sequence","15.63","",""
"22/11/2023 21:00:00 - 22/11/2023 22:00:00","BZN|SE3","Without Sequence","15.28","",""
"22/11/2023 22:00:00 - 22/11/2023 23:00:00","BZN|SE3","Without Sequence","12.74","",""
"22/11/2023 23:00:00 - 23/11/2023 00:00:00","BZN|SE3","Without Sequence","11.88","",""
"23/11/2023 00:00:00 - 23/11/2023 01:00:00","BZN|SE3","Without Sequence","5.04","",""
"23/11/2023 01:00:00 - 23/11/2023 02:00:00","BZN|SE3","Without Sequence","9.60","",""
"23/11/2023 02:00:00 - 23/11/2023 03:00:00","BZN|SE3","Without Sequence","10.02","",""
"23/11/2023 03:00:00 - 23/11/2023 04:00:00","BZN|SE3","Without Sequence","10.06","",""
"23/11/2023 04:00:00 - 23/11/2023 05:00:00","BZN|SE3","Without Sequence","11.79","",""
"23/11/2023 05:00:00 - 23/11/2023 06:00:00","BZN|SE3","Without Sequence","16.42","",""
"23/11/2023 06:00:00 - 23/11/2023 07:00:00","BZN|SE3","Without Sequence","23.64","",""
"23/11/2023 07:00:00 - 23/11/2023 08:00:00","BZN|SE3","Without Sequence","30.94","",""
"23/11/2023 08:00:00 - 23/11/2023 09:00:00","BZN|SE3","Without Sequence","35.50","",""
"23/11/2023 09:00:00 - 23/11/2023 10:00:00","BZN|SE3","Without Sequence","35.94","",""
"23/11/2023 10:00:00 - 23/11/2023 11:00:00","BZN|SE3","Without Sequence","36.56","",""
"23/11/2023 11:00:00 - 23/11/2023 12:00:00","BZN|SE3","Without Sequence","37.70","",""
"23/11/2023 12:00:00 - 23/11/2023 13:00:00","BZN|SE3","Without Sequence","36.18","",""
"23/11/2023 13:00:00 - 23/11/2023 14:00:00","BZN|SE3","Without Sequence","36.13","",""
"23/11/2023 14:00:00 - 23/11/2023 15:00:00","BZN|SE3","Without Sequence","36.01","",""
"23/11/2023 15:00:00 - 23/11/2023 16:00:00","BZN|SE3","Without Sequence","35.83","",""
"23/11/2023 16:00:00 - 23/11/2023 17:00:00","BZN|SE3","Without Sequence","35.88","",""
"23/11/2023 17:00:00 - 23/11/2023 18:00:00","BZN|SE3","Without Sequence","34.80","",""
"23/11/2023 18:00:00 - 23/11/2023 19:00:00","BZN|SE3","Without Sequence","33.57","",""
"23/11/2023 19:00:00 - 23/11/2023 20:00:00","BZN|SE3","Without Sequence","30.08","",""
"23/11/2023 20:00:00 - 23/11/2023 21:00:00","BZN|SE3","Without Sequence","29.55","",""
"23/11/2023 21:00:00 - 23/11/2023 22:00:00","BZN|SE3","Without Sequence","27.50","",""
"23/11/2023 22:00:00 - 23/11/2023 23:00:00","BZN|SE3","Without Sequence","18.72","",""
"23/11/2023 23:00:00 - 24/11/2023 00:00:00","BZN|SE3","Without Sequence","10.04","",""
"24/11/2023 00:00:00 - 24/11/2023 01:00:00","BZN|SE3","Without Sequence","1.48","",""
"24/11/2023 01:00:00 - 24/11/2023 02:00:00","BZN|SE3","Without Sequence","0.10","",""
"24/11/2023 02:00:00 - 24/11/2023 03:00:00","BZN|SE3","Without Sequence","0.12","",""
"24/11/2023 03:00:00 - 24/11/2023 04:00:00","BZN|SE3","Without Sequence","0.34","",""
"24/11/2023 04:00:00 - 24/11/2023 05:00:00","BZN|SE3","Without Sequence","1.55","",""
"24/11/2023 05:00:00 - 24/11/2023 06:00:00","BZN|SE3","Without Sequence","4.43","",""
"24/11/2023 06:00:00 - 24/11/2023 07:00:00","BZN|SE3","Without Sequence","16.09","",""
"24/11/2023 07:00:00 - 24/11/2023 08:00:00","BZN|SE3","Without Sequence","20.03","",""
"24/11/2023 08:00:00 - 24/11/2023 09:00:00","BZN|SE3","Without Sequence","20.76","",""
"24/11/2023 09:00:00 - 24/11/2023 10:00:00","BZN|SE3","Without Sequence","20.86","",""
"24/11/2023 10:00:00 - 24/11/2023 11:00:00","BZN|SE3","Without Sequence","21.64","",""
"24/11/2023 11:00:00 - 24/11/2023 12:00:00","BZN|SE3","Without Sequence","22.83","",""
"24/11/2023 12:00:00 - 24/11/2023 13:00:00","BZN|SE3","Without Sequence","25.08","",""
"24/11/2023 13:00:00 - 24/11/2023 14:00:00","BZN|SE3","Without Sequence","20.78","",""
"24/11/2023 14:00:00 - 24/11/2023 15:00:00","BZN|SE3","Without Sequence","20.71","",""
"24/11/2023 15:00:00 - 24/11/2023 16:00:00","BZN|SE3","Without Sequence","20.78","",""
"24/11/2023 16:00:00 - 24/11/2023 17:00:00","BZN|SE3","Without Sequence","27.50","",""
"24/11/2023 17:00:00 - 24/11/2023 18:00:00","BZN|SE3","Without Sequence","39.99","",""
"24/11/2023 18:00:00 - 24/11/2023 19:00:00","BZN|SE3","Without Sequence","34.29","",""
"24/11/2023 19:00:00 - 24/11/2023 20:00:00","BZN|SE3","Without Sequence","21.95","",""
"24/11/2023 20:00:00 - 24/11/2023 21:00:00","BZN|SE3","Without Sequence","20.50","",""
"24/11/2023 21:00:00 - 24/11/2023 22:00:00","BZN|SE3","Without Sequence","19.79","",""
"24/11/2023 22:00:00 - 24/11/2023 23:00:00","BZN|SE3","Without Sequence","19.72","",""
"24/11/2023 23:00:00 - 25/11/2023 00:00:00","BZN|SE3","Without Sequence","19.02","",""
"25/11/2023 00:00:00 - 25/11/2023 01:00:00","BZN|SE3","Without Sequence","28.04","",""
"25/11/2023 01:00:00 - 25/11/2023 02:00:00","BZN|SE3","Without Sequence","25.91","",""
"25/11/2023 02:00:00 - 25/11/2023 03:00:00","BZN|SE3","Without Sequence","25.49","",""
"25/11/2023 03:00:00 - 25/11/2023 04:00:00","BZN|SE3","Without Sequence","25.22","",""
"25/11/2023 04:00:00 - 25/11/2023 05:00:00","BZN|SE3","Without Sequence","25.52","",""
"25/11/2023 05:00:00 - 25/11/2023 06:00:00","BZN|SE3","Without Sequence","20.93","",""
"25/11/2023 06:00:00 - 25/11/2023 07:00:00","BZN|SE3","Without Sequence","23.30","",""
"25/11/2023 07:00:00 - 25/11/2023 08:00:00","BZN|SE3","Without Sequence","26.11","",""
"25/11/2023 08:00:00 - 25/11/2023 09:00:00","BZN|SE3","Without Sequence","34.28","",""
"25/11/2023 09:00:00 - 25/11/2023 10:00:00","BZN|SE3","Without Sequence","74.95","",""
"25/11/2023 10:00:00 - 25/11/2023 11:00:00","BZN|SE3","Without Sequence","87.03","",""
"25/11/2023 11:00:00 - 25/11/2023 12:00:00","BZN|SE3","Without Sequence","84.97","",""
"25/11/2023 12:00:00 - 25/11/2023 13:00:00","BZN|SE3","Without Sequence","82.78","",""
"25/11/2023 13:00:00 - 25/11/2023 14:00:00","BZN|SE3","Without Sequence","81.08","",""
"25/11/2023 14:00:00 - 25/11/2023 15:00:00","BZN|SE3","Without Sequence","87.92","",""
"25/11/2023 15:00:00 - 25/11/2023 16:00:00","BZN|SE3","Without Sequence","93.12","",""
"25/11/2023 16:00:00 - 25/11/2023 17:00:00","BZN|SE3","Without Sequence","111.35","",""
"25/11/2023 17:00:00 - 25/11/2023 18:00:00","BZN|SE3","Without Sequence","120.50","",""
"25/11/2023 18:00:00 - 25/11/2023 19:00:00","BZN|SE3","Without Sequence","123.67","",""
"25/11/2023 19:00:00 - 25/11/2023 20:00:00","BZN|SE3","Without Sequence","123.26","",""
"25/11/2023 20:00:00 - 25/11/2023 21:00:00","BZN|SE3","Without Sequence","117.62","",""
"25/11/2023 21:00:00 - 25/11/2023 22:00:00","BZN|SE3","Without Sequence","111.50","",""
"25/11/2023 22:00:00 - 25/11/2023 23:00:00","BZN|SE3","Without Sequence","108.88","",""
"25/11/2023 23:00:00 - 26/11/2023 00:00:00","BZN|SE3","Without Sequence","93.82","",""
"26/11/2023 00:00:00 - 26/11/2023 01:00:00","BZN|SE3","Without Sequence","107.66","",""
"26/11/2023 01:00:00 - 26/11/2023 02:00:00","BZN|SE3","Without Sequence","102.20","",""
"26/11/2023 02:00:00 - 26/11/2023 03:00:00","BZN|SE3","Without Sequence","98.88","",""
"26/11/2023 03:00:00 - 26/11/2023 04:00:00","BZN|SE3","Without Sequence","96.92","",""
"26/11/2023 04:00:00 - 26/11/2023 05:00:00","BZN|SE3","Without Sequence","94.26","",""
"26/11/2023 05:00:00 - 26/11/2023 06:00:00","BZN|SE3","Without Sequence","94.96","",""
"26/11/2023 06:00:00 - 26/11/2023 07:00:00","BZN|SE3","Without Sequence","96.73","",""
"26/11/2023 07:00:00 - 26/11/2023 08:00:00","BZN|SE3","Without Sequence","102.20","",""
"26/11/2023 08:00:00 - 26/11/2023 09:00:00","BZN|SE3","Without Sequence","109.19","",""
"26/11/2023 09:00:00 - 26/11/2023 10:00:00","BZN|SE3","Without Sequence","114.12","",""
"26/11/2023 10:00:00 - 26/11/2023 11:00:00","BZN|SE3","Without Sequence","112.52","",""
"26/11/2023 11:00:00 - 26/11/2023 12:00:00","BZN|SE3","Without Sequence","111.94","",""
"26/11/2023 12:00:00 - 26/11/2023 13:00:00","BZN|SE3","Without Sequence","110.65","",""
"26/11/2023 13:00:00 - 26/11/2023 14:00:00","BZN|SE3","Without Sequence","107.38","",""
"26/11/2023 14:00:00 - 26/11/2023 15:00:00","BZN|SE3","Without Sequence","115.10","",""
"26/11/2023 15:00:00 - 26/11/2023 16:00:00","BZN|SE3","Without Sequence","123.26","",""
"26/11/2023 16:00:00 - 26/11/2023 17:00:00","BZN|SE3","Without Sequence","134.15","",""
"26/11/2023 17:00:00 - 26/11/2023 18:00:00","BZN|SE3","Without Sequence","143.81","",""
"26/11/2023 18:00:00 - 26/11/2023 19:00:00","BZN|SE3","Without Sequence","149.67","",""
"26/11/2023 19:00:00 - 26/11/2023 20:00:00","BZN|SE3","Without Sequence","143.14","",""
"26/11/2023 20:00:00 - 26/11/2023 21:00:00","BZN|SE3","Without Sequence","135.91","",""
"26/11/2023 21:00:00 - 26/11/2023 22:00:00","BZN|SE3","Without Sequence","122.41","",""
"26/11/2023 22:00:00 - 26/11/2023 23:00:00","BZN|SE3","Without Sequence","116.13","",""
"26/11/2023 23:00:00 - 27/11/2023 00:00:00","BZN|SE3","Without Sequence","99.47","",""
"27/11/2023 00:00:00 - 27/11/2023 01:00:00","BZN|SE3","Without Sequence","96.18","",""
"27/11/2023 01:00:00 - 27/11/2023 02:00:00","BZN|SE3","Without Sequence","91.17","",""
"27/11/2023 02:00:00 - 27/11/2023 03:00:00","BZN|SE3","Without Sequence","87.74","",""
"27/11/2023 03:00:00 - 27/11/2023 04:00:00","BZN|SE3","Without Sequence","86.68","",""
"27/11/2023 04:00:00 - 27/11/2023 05:00:00","BZN|SE3","Without Sequence","85.80","",""
"27/11/2023 05:00:00 - 27/11/2023 06:00:00","BZN|SE3","Without Sequence","94.09","",""
"27/11/2023 06:00:00 - 27/11/2023 07:00:00","BZN|SE3","Without Sequence","122.01","",""
"27/11/2023 07:00:00 - 27/11/2023 08:00:00","BZN|SE3","Without Sequence","138.92","",""
"27/11/2023 08:00:00 - 27/11/2023 09:00:00","BZN|SE3","Without Sequence","144.99","",""
"27/11/2023 09:00:00 - 27/11/2023 10:00:00","BZN|SE3","Without Sequence","139.41","",""
"27/11/2023 10:00:00 - 27/11/2023 11:00:00","BZN|SE3","Without Sequence","138.00","",""
"27/11/2023 11:00:00 - 27/11/2023 12:00:00","BZN|SE3","Without Sequence","136.94","",""
"27/11/2023 12:00:00 - 27/11/2023 13:00:00","BZN|SE3","Without Sequence","129.82","",""
"27/11/2023 13:00:00 - 27/11/2023 14:00:00","BZN|SE3","Without Sequence","128.56","",""
"27/11/2023 14:00:00 - 27/11/2023 15:00:00","BZN|SE3","Without Sequence","125.59","",""
"27/11/2023 15:00:00 - 27/11/2023 16:00:00","BZN|SE3","Without Sequence","117.45","",""
"27/11/2023 16:00:00 - 27/11/2023 17:00:00","BZN|SE3","Without Sequence","113.08","",""
"27/11/2023 17:00:00 - 27/11/2023 18:00:00","BZN|SE3","Without Sequence","121.54","",""
"27/11/2023 18:00:00 - 27/11/2023 19:00:00","BZN|SE3","Without Sequence","114.98","",""
"27/11/2023 19:00:00 - 27/11/2023 20:00:00","BZN|SE3","Without Sequence","102.20","",""
"27/11/2023 20:00:00 - 27/11/2023 21:00:00","BZN|SE3","Without Sequence","97.49","",""
"27/11/2023 21:00:00 - 27/11/2023 22:00:00","BZN|SE3","Without Sequence","91.53","",""
"27/11/2023 22:00:00 - 27/11/2023 23:00:00","BZN|SE3","Without Sequence","83.43","",""
"27/11/2023 23:00:00 - 28/11/2023 00:00:00","BZN|SE3","Without Sequence","80.74","",""
"28/11/2023 00:00:00 - 28/11/2023 01:00:00","BZN|SE3","Without Sequence","51.02","",""
"28/11/2023 01:00:00 - 28/11/2023 02:00:00","BZN|SE3","Without Sequence","45.41","",""
"28/11/2023 02:00:00 - 28/11/2023 03:00:00","BZN|SE3","Without Sequence","40.04","",""
"28/11/2023 03:00:00 - 28/11/2023 04:00:00","BZN|SE3","Without Sequence","40.05","",""
"28/11/2023 04:00:00 - 28/11/2023 05:00:00","BZN|SE3","Without Sequence","40.10","",""
"28/11/2023 05:00:00 - 28/11/2023 06:00:00","BZN|SE3","Without Sequence","78.13","",""
"28/11/2023 06:00:00 - 28/11/2023 07:00:00","BZN|SE3","Without Sequence","89.34","",""
"28/11/2023 07:00:00 - 28/11/2023 08:00:00","BZN|SE3","Without Sequence","112.82","",""
"28/11/2023 08:00:00 - 28/11/2023 09:00:00","BZN|SE3","Without Sequence","127.03","",""
"28/11/2023 09:00:00 - 28/11/2023 10:00:00","BZN|SE3","Without Sequence","138.08","",""
"28/11/2023 10:00:00 - 28/11/2023 11:00:00","BZN|SE3","Without Sequence","139.30","",""
"28/11/2023 11:00:00 - 28/11/2023 12:00:00","BZN|SE3","Without Sequence","138.50","",""
"28/11/2023 12:00:00 - 28/11/2023 13:00:00","BZN|SE3","Without Sequence","135.60","",""
"28/11/2023 13:00:00 - 28/11/2023 14:00:00","BZN|SE3","Without Sequence","133.73","",""
"28/11/2023 14:00:00 - 28/11/2023 15:00:00","BZN|SE3","Without Sequence","139.86","",""
"28/11/2023 15:00:00 - 28/11/2023 16:00:00","BZN|SE3","Without Sequence","145.65","",""
"28/11/2023 16:00:00 - 28/11/2023 17:00:00","BZN|SE3","Without Sequence","164.01","",""
"28/11/2023 17:00:00 - 28/11/2023 18:00:00","BZN|SE3","Without Sequence","189.98","",""
"28/11/2023 18:00:00 - 28/11/2023 19:00:00","BZN|SE3","Without Sequence","177.00","",""
"28/11/2023 19:00:00 - 28/11/2023 20:00:00","BZN|SE3","Without Sequence","155.55","",""
"28/11/2023 20:00:00 - 28/11/2023 21:00:00","BZN|SE3","Without Sequence","138.85","",""
"28/11/2023 21:00:00 - 28/11/2023 22:00:00","BZN|SE3","Without Sequence","121.56","",""
"28/11/2023 22:00:00 - 28/11/2023 23:00:00","BZN|SE3","Without Sequence","113.62","",""
"28/11/2023 23:00:00 - 29/11/2023 00:00:00","BZN|SE3","Without Sequence","105.62","",""
"29/11/2023 00:00:00 - 29/11/2023 01:00:00","BZN|SE3","Without Sequence","98.43","",""
"29/11/2023 01:00:00 - 29/11/2023 02:00:00","BZN|SE3","Without Sequence","74.95","",""
"29/11/2023 02:00:00 - 29/11/2023 03:00:00","BZN|SE3","Without Sequence","36.40","",""
"29/11/2023 03:00:00 - 29/11/2023 04:00:00","BZN|SE3","Without Sequence","34.42","",""
"29/11/2023 04:00:00 - 29/11/2023 05:00:00","BZN|SE3","Without Sequence","55.65","",""
"29/11/2023 05:00:00 - 29/11/2023 06:00:00","BZN|SE3","Without Sequence","93.92","",""
"29/11/2023 06:00:00 - 29/11/2023 07:00:00","BZN|SE3","Without Sequence","102.84","",""
"29/11/2023 07:00:00 - 29/11/2023 08:00:00","BZN|SE3","Without Sequence","132.59","",""
"29/11/2023 08:00:00 - 29/11/2023 09:00:00","BZN|SE3","Without Sequence","149.33","",""
"29/11/2023 09:00:00 - 29/11/2023 10:00:00","BZN|SE3","Without Sequence","142.55","",""
"29/11/2023 10:00:00 - 29/11/2023 11:00:00","BZN|SE3","Without Sequence","137.01","",""
"29/11/2023 11:00:00 - 29/11/2023 12:00:00","BZN|SE3","Without Sequence","130.37","",""
"29/11/2023 12:00:00 - 29/11/2023 13:00:00","BZN|SE3","Without Sequence","131.24","",""
"29/11/2023 13:00:00 - 29/11/2023 14:00:00","BZN|SE3","Without Sequence","136.13","",""
"29/11/2023 14:00:00 - 29/11/2023 15:00:00","BZN|SE3","Without Sequence","149.95","",""
"29/11/2023 15:00:00 - 29/11/2023 16:00:00","BZN|SE3","Without Sequence","168.00","",""
"29/11/2023 16:00:00 - 29/11/2023 17:00:00","BZN|SE3","Without Sequence","200.00","",""
"29/11/2023 17:00:00 - 29/11/2023 18:00:00","BZN|SE3","Without Sequence","250.00","",""
"29/11/2023 18:00:00 - 29/11/2023 19:00:00","BZN|SE3","Without Sequence","250.00","",""
